"TIME","GEO","QUANTILE","INDIC_IL","CURRENCY","Value","Flag and Footnotes"
"2017","Italy","First decile","Top cut-off point","Euro","7,066",""
"2017","Italy","First decile","Share of national equivalised income","Euro","2.0",""
"2017","Italy","Second decile","Top cut-off point","Euro","9,876",""
"2017","Italy","Second decile","Share of national equivalised income","Euro","4.6",""
"2017","Italy","Third decile","Top cut-off point","Euro","12,097",""
"2017","Italy","Third decile","Share of national equivalised income","Euro","5.9",""
"2017","Italy","Fourth decile","Top cut-off point","Euro","14,225",""
"2017","Italy","Fourth decile","Share of national equivalised income","Euro","7.0",""
"2017","Italy","Fifth decile","Top cut-off point","Euro","16,542",""
"2017","Italy","Fifth decile","Share of national equivalised income","Euro","8.2",""
"2017","Italy","Sixth decile","Top cut-off point","Euro","19,043",""
"2017","Italy","Sixth decile","Share of national equivalised income","Euro","9.5",""
"2017","Italy","Seventh decile","Top cut-off point","Euro","21,708",""
"2017","Italy","Seventh decile","Share of national equivalised income","Euro","10.9",""
"2017","Italy","Eighth decile","Top cut-off point","Euro","25,244",""
"2017","Italy","Eighth decile","Share of national equivalised income","Euro","12.5",""
"2017","Italy","Ninth decile","Top cut-off point","Euro","31,660",""
"2017","Italy","Ninth decile","Share of national equivalised income","Euro","15.0",""
"2017","Italy","Tenth decile","Top cut-off point","Euro",":",""
"2017","Italy","Tenth decile","Share of national equivalised income","Euro","24.4",""
"2017","Italy","First percentile","Top cut-off point","Euro","20",""
"2017","Italy","First percentile","Share of national equivalised income","Euro","0.0",""
"2017","Italy","Second percentile","Top cut-off point","Euro","1,261",""
"2017","Italy","Second percentile","Share of national equivalised income","Euro","0.0",""
"2017","Italy","Third percentile","Top cut-off point","Euro","2,372",""
"2017","Italy","Third percentile","Share of national equivalised income","Euro","0.1",""
"2017","Italy","Fourth percentile","Top cut-off point","Euro","3,415",""
"2017","Italy","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Italy","Fifth percentile","Top cut-off point","Euro","4,335",""
"2017","Italy","Fifth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Italy","Ninety-fifth percentile","Top cut-off point","Euro","38,954",""
"2017","Italy","Ninety-fifth percentile","Share of national equivalised income","Euro","2.0",""
"2017","Italy","Ninety-sixth percentile","Top cut-off point","Euro","41,263",""
"2017","Italy","Ninety-sixth percentile","Share of national equivalised income","Euro","2.1",""
"2017","Italy","Ninety-seventh percentile","Top cut-off point","Euro","45,556",""
"2017","Italy","Ninety-seventh percentile","Share of national equivalised income","Euro","2.3",""
"2017","Italy","Ninety-eighth percentile","Top cut-off point","Euro","51,740",""
"2017","Italy","Ninety-eighth percentile","Share of national equivalised income","Euro","2.6",""
"2017","Italy","Ninety-ninth percentile","Top cut-off point","Euro","62,906",""
"2017","Italy","Ninety-ninth percentile","Share of national equivalised income","Euro","3.0",""
"2017","Italy","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Italy","Hundredth percentile","Share of national equivalised income","Euro","5.0",""
"2017","Cyprus","First quartile","Top cut-off point","Euro","10,172",""
"2017","Cyprus","First quartile","Share of national equivalised income","Euro","11.5",""
"2017","Cyprus","Second quartile","Top cut-off point","Euro","14,497",""
"2017","Cyprus","Second quartile","Share of national equivalised income","Euro","17.7",""
"2017","Cyprus","Third quartile","Top cut-off point","Euro","20,425",""
"2017","Cyprus","Third quartile","Share of national equivalised income","Euro","25.1",""
"2017","Cyprus","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Cyprus","Fourth quartile","Share of national equivalised income","Euro","45.7",""
"2017","Cyprus","First quintile","Top cut-off point","Euro","9,393",""
"2017","Cyprus","First quintile","Share of national equivalised income","Euro","8.7",""
"2017","Cyprus","Second quintile","Top cut-off point","Euro","12,608",""
"2017","Cyprus","Second quintile","Share of national equivalised income","Euro","12.7",""
"2017","Cyprus","Third quintile","Top cut-off point","Euro","16,629",""
"2017","Cyprus","Third quintile","Share of national equivalised income","Euro","16.9",""
"2017","Cyprus","Fourth quintile","Top cut-off point","Euro","22,309",""
"2017","Cyprus","Fourth quintile","Share of national equivalised income","Euro","22.2",""
"2017","Cyprus","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Cyprus","Fifth quintile","Share of national equivalised income","Euro","39.5",""
"2017","Cyprus","First decile","Top cut-off point","Euro","7,777",""
"2017","Cyprus","First decile","Share of national equivalised income","Euro","3.7",""
"2017","Cyprus","Second decile","Top cut-off point","Euro","9,393",""
"2017","Cyprus","Second decile","Share of national equivalised income","Euro","5.0",""
"2017","Cyprus","Third decile","Top cut-off point","Euro","10,981",""
"2017","Cyprus","Third decile","Share of national equivalised income","Euro","5.9",""
"2017","Cyprus","Fourth decile","Top cut-off point","Euro","12,608",""
"2017","Cyprus","Fourth decile","Share of national equivalised income","Euro","6.8",""
"2017","Cyprus","Fifth decile","Top cut-off point","Euro","14,497",""
"2017","Cyprus","Fifth decile","Share of national equivalised income","Euro","7.8",""
"2017","Cyprus","Sixth decile","Top cut-off point","Euro","16,629",""
"2017","Cyprus","Sixth decile","Share of national equivalised income","Euro","9.1",""
"2017","Cyprus","Seventh decile","Top cut-off point","Euro","19,084",""
"2017","Cyprus","Seventh decile","Share of national equivalised income","Euro","10.3",""
"2017","Cyprus","Eighth decile","Top cut-off point","Euro","22,309",""
"2017","Cyprus","Eighth decile","Share of national equivalised income","Euro","11.9",""
"2017","Cyprus","Ninth decile","Top cut-off point","Euro","28,197",""
"2017","Cyprus","Ninth decile","Share of national equivalised income","Euro","14.5",""
"2017","Cyprus","Tenth decile","Top cut-off point","Euro",":",""
"2017","Cyprus","Tenth decile","Share of national equivalised income","Euro","25.0",""
"2017","Cyprus","First percentile","Top cut-off point","Euro","4,400",""
"2017","Cyprus","First percentile","Share of national equivalised income","Euro","0.2",""
"2017","Cyprus","Second percentile","Top cut-off point","Euro","5,285",""
"2017","Cyprus","Second percentile","Share of national equivalised income","Euro","0.3",""
"2017","Cyprus","Third percentile","Top cut-off point","Euro","6,004",""
"2017","Cyprus","Third percentile","Share of national equivalised income","Euro","0.3",""
"2017","Cyprus","Fourth percentile","Top cut-off point","Euro","6,354",""
"2017","Cyprus","Fourth percentile","Share of national equivalised income","Euro","0.4",""
"2017","Cyprus","Fifth percentile","Top cut-off point","Euro","6,667",""
"2017","Cyprus","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2017","Cyprus","Ninety-fifth percentile","Top cut-off point","Euro","35,437",""
"2017","Cyprus","Ninety-fifth percentile","Share of national equivalised income","Euro","1.9",""
"2017","Cyprus","Ninety-sixth percentile","Top cut-off point","Euro","38,043",""
"2017","Cyprus","Ninety-sixth percentile","Share of national equivalised income","Euro","2.2",""
"2017","Cyprus","Ninety-seventh percentile","Top cut-off point","Euro","40,703",""
"2017","Cyprus","Ninety-seventh percentile","Share of national equivalised income","Euro","2.3",""
"2017","Cyprus","Ninety-eighth percentile","Top cut-off point","Euro","44,882",""
"2017","Cyprus","Ninety-eighth percentile","Share of national equivalised income","Euro","2.4",""
"2017","Cyprus","Ninety-ninth percentile","Top cut-off point","Euro","60,206",""
"2017","Cyprus","Ninety-ninth percentile","Share of national equivalised income","Euro","3.0",""
"2017","Cyprus","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Cyprus","Hundredth percentile","Share of national equivalised income","Euro","6.1",""
"2017","Latvia","First quartile","Top cut-off point","Euro","4,186",""
"2017","Latvia","First quartile","Share of national equivalised income","Euro","9.0",""
"2017","Latvia","Second quartile","Top cut-off point","Euro","6,607",""
"2017","Latvia","Second quartile","Share of national equivalised income","Euro","17.0",""
"2017","Latvia","Third quartile","Top cut-off point","Euro","10,030",""
"2017","Latvia","Third quartile","Share of national equivalised income","Euro","26.4",""
"2017","Latvia","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Latvia","Fourth quartile","Share of national equivalised income","Euro","47.6",""
"2017","Latvia","First quintile","Top cut-off point","Euro","3,744",""
"2017","Latvia","First quintile","Share of national equivalised income","Euro","6.5",""
"2017","Latvia","Second quintile","Top cut-off point","Euro","5,564",""
"2017","Latvia","Second quintile","Share of national equivalised income","Euro","11.8",""
"2017","Latvia","Third quintile","Top cut-off point","Euro","7,874",""
"2017","Latvia","Third quintile","Share of national equivalised income","Euro","17.0",""
"2017","Latvia","Fourth quintile","Top cut-off point","Euro","10,973",""
"2017","Latvia","Fourth quintile","Share of national equivalised income","Euro","23.7",""
"2017","Latvia","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Latvia","Fifth quintile","Share of national equivalised income","Euro","40.9",""
"2017","Latvia","First decile","Top cut-off point","Euro","2,846",""
"2017","Latvia","First decile","Share of national equivalised income","Euro","2.3",""
"2017","Latvia","Second decile","Top cut-off point","Euro","3,744",""
"2017","Latvia","Second decile","Share of national equivalised income","Euro","4.2",""
"2017","Latvia","Third decile","Top cut-off point","Euro","4,616",""
"2017","Latvia","Third decile","Share of national equivalised income","Euro","5.3",""
"2017","Latvia","Fourth decile","Top cut-off point","Euro","5,564",""
"2017","Latvia","Fourth decile","Share of national equivalised income","Euro","6.5",""
"2017","Latvia","Fifth decile","Top cut-off point","Euro","6,607",""
"2017","Latvia","Fifth decile","Share of national equivalised income","Euro","7.7",""
"2017","Latvia","Sixth decile","Top cut-off point","Euro","7,874",""
"2017","Latvia","Sixth decile","Share of national equivalised income","Euro","9.3",""
"2017","Latvia","Seventh decile","Top cut-off point","Euro","9,240",""
"2017","Latvia","Seventh decile","Share of national equivalised income","Euro","10.9",""
"2017","Latvia","Eighth decile","Top cut-off point","Euro","10,973",""
"2017","Latvia","Eighth decile","Share of national equivalised income","Euro","12.8",""
"2017","Latvia","Ninth decile","Top cut-off point","Euro","14,227",""
"2017","Latvia","Ninth decile","Share of national equivalised income","Euro","15.7",""
"2017","Latvia","Tenth decile","Top cut-off point","Euro",":",""
"2017","Latvia","Tenth decile","Share of national equivalised income","Euro","25.2",""
"2017","Latvia","First percentile","Top cut-off point","Euro","502",""
"2017","Latvia","First percentile","Share of national equivalised income","Euro","0.0",""
"2017","Latvia","Second percentile","Top cut-off point","Euro","1,107",""
"2017","Latvia","Second percentile","Share of national equivalised income","Euro","0.1",""
"2017","Latvia","Third percentile","Top cut-off point","Euro","1,431",""
"2017","Latvia","Third percentile","Share of national equivalised income","Euro","0.2",""
"2017","Latvia","Fourth percentile","Top cut-off point","Euro","1,781",""
"2017","Latvia","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Latvia","Fifth percentile","Top cut-off point","Euro","2,048",""
"2017","Latvia","Fifth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Latvia","Ninety-fifth percentile","Top cut-off point","Euro","17,934",""
"2017","Latvia","Ninety-fifth percentile","Share of national equivalised income","Euro","2.2",""
"2017","Latvia","Ninety-sixth percentile","Top cut-off point","Euro","19,260",""
"2017","Latvia","Ninety-sixth percentile","Share of national equivalised income","Euro","2.4",""
"2017","Latvia","Ninety-seventh percentile","Top cut-off point","Euro","20,848",""
"2017","Latvia","Ninety-seventh percentile","Share of national equivalised income","Euro","2.5",""
"2017","Latvia","Ninety-eighth percentile","Top cut-off point","Euro","22,849",""
"2017","Latvia","Ninety-eighth percentile","Share of national equivalised income","Euro","2.8",""
"2017","Latvia","Ninety-ninth percentile","Top cut-off point","Euro","25,782",""
"2017","Latvia","Ninety-ninth percentile","Share of national equivalised income","Euro","3.1",""
"2017","Latvia","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Latvia","Hundredth percentile","Share of national equivalised income","Euro","4.2",""
"2017","Lithuania","First quartile","Top cut-off point","Euro","3,810",""
"2017","Lithuania","First quartile","Share of national equivalised income","Euro","8.4",""
"2017","Lithuania","Second quartile","Top cut-off point","Euro","6,134",""
"2017","Lithuania","Second quartile","Share of national equivalised income","Euro","16.3",""
"2017","Lithuania","Third quartile","Top cut-off point","Euro","9,249",""
"2017","Lithuania","Third quartile","Share of national equivalised income","Euro","24.7",""
"2017","Lithuania","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Lithuania","Fourth quartile","Share of national equivalised income","Euro","50.5",""
"2017","Lithuania","First quintile","Top cut-off point","Euro","3,450",""
"2017","Lithuania","First quintile","Share of national equivalised income","Euro","6.0",""
"2017","Lithuania","Second quintile","Top cut-off point","Euro","5,171",""
"2017","Lithuania","Second quintile","Share of national equivalised income","Euro","11.2",""
"2017","Lithuania","Third quintile","Top cut-off point","Euro","7,136",""
"2017","Lithuania","Third quintile","Share of national equivalised income","Euro","16.2",""
"2017","Lithuania","Fourth quintile","Top cut-off point","Euro","10,148",""
"2017","Lithuania","Fourth quintile","Share of national equivalised income","Euro","22.5",""
"2017","Lithuania","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Lithuania","Fifth quintile","Share of national equivalised income","Euro","43.9",""
"2017","Lithuania","First decile","Top cut-off point","Euro","2,533",""
"2017","Lithuania","First decile","Share of national equivalised income","Euro","2.1",""
"2017","Lithuania","Second decile","Top cut-off point","Euro","3,450",""
"2017","Lithuania","Second decile","Share of national equivalised income","Euro","4.0",""
"2017","Lithuania","Third decile","Top cut-off point","Euro","4,235",""
"2017","Lithuania","Third decile","Share of national equivalised income","Euro","5.1",""
"2017","Lithuania","Fourth decile","Top cut-off point","Euro","5,171",""
"2017","Lithuania","Fourth decile","Share of national equivalised income","Euro","6.2",""
"2017","Lithuania","Fifth decile","Top cut-off point","Euro","6,134",""
"2017","Lithuania","Fifth decile","Share of national equivalised income","Euro","7.5",""
"2017","Lithuania","Sixth decile","Top cut-off point","Euro","7,136",""
"2017","Lithuania","Sixth decile","Share of national equivalised income","Euro","8.8",""
"2017","Lithuania","Seventh decile","Top cut-off point","Euro","8,439",""
"2017","Lithuania","Seventh decile","Share of national equivalised income","Euro","10.3",""
"2017","Lithuania","Eighth decile","Top cut-off point","Euro","10,148",""
"2017","Lithuania","Eighth decile","Share of national equivalised income","Euro","12.3",""
"2017","Lithuania","Ninth decile","Top cut-off point","Euro","13,937",""
"2017","Lithuania","Ninth decile","Share of national equivalised income","Euro","15.6",""
"2017","Lithuania","Tenth decile","Top cut-off point","Euro",":",""
"2017","Lithuania","Tenth decile","Share of national equivalised income","Euro","28.3",""
"2017","Lithuania","First percentile","Top cut-off point","Euro","493",""
"2017","Lithuania","First percentile","Share of national equivalised income","Euro","0.0",""
"2017","Lithuania","Second percentile","Top cut-off point","Euro","901",""
"2017","Lithuania","Second percentile","Share of national equivalised income","Euro","0.1",""
"2017","Lithuania","Third percentile","Top cut-off point","Euro","1,200",""
"2017","Lithuania","Third percentile","Share of national equivalised income","Euro","0.1",""
"2017","Lithuania","Fourth percentile","Top cut-off point","Euro","1,475",""
"2017","Lithuania","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Lithuania","Fifth percentile","Top cut-off point","Euro","1,743",""
"2017","Lithuania","Fifth percentile","Share of national equivalised income","Euro","0.2",""
"2017","Lithuania","Ninety-fifth percentile","Top cut-off point","Euro","18,483",""
"2017","Lithuania","Ninety-fifth percentile","Share of national equivalised income","Euro","2.5",""
"2017","Lithuania","Ninety-sixth percentile","Top cut-off point","Euro","19,931",""
"2017","Lithuania","Ninety-sixth percentile","Share of national equivalised income","Euro","2.5",""
"2017","Lithuania","Ninety-seventh percentile","Top cut-off point","Euro","22,285",""
"2017","Lithuania","Ninety-seventh percentile","Share of national equivalised income","Euro","2.8",""
"2017","Lithuania","Ninety-eighth percentile","Top cut-off point","Euro","25,129",""
"2017","Lithuania","Ninety-eighth percentile","Share of national equivalised income","Euro","3.2",""
"2017","Lithuania","Ninety-ninth percentile","Top cut-off point","Euro","32,929",""
"2017","Lithuania","Ninety-ninth percentile","Share of national equivalised income","Euro","3.6",""
"2017","Lithuania","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Lithuania","Hundredth percentile","Share of national equivalised income","Euro","5.8",""
"2017","Luxembourg","First quartile","Top cut-off point","Euro","25,551",""
"2017","Luxembourg","First quartile","Share of national equivalised income","Euro","11.2",""
"2017","Luxembourg","Second quartile","Top cut-off point","Euro","36,315",""
"2017","Luxembourg","Second quartile","Share of national equivalised income","Euro","18.7",""
"2017","Luxembourg","Third quartile","Top cut-off point","Euro","51,019",""
"2017","Luxembourg","Third quartile","Share of national equivalised income","Euro","26.2",""
"2017","Luxembourg","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Luxembourg","Fourth quartile","Share of national equivalised income","Euro","43.8",""
"2017","Luxembourg","First quintile","Top cut-off point","Euro","23,669",""
"2017","Luxembourg","First quintile","Share of national equivalised income","Euro","8.2",""
"2017","Luxembourg","Second quintile","Top cut-off point","Euro","31,977",""
"2017","Luxembourg","Second quintile","Share of national equivalised income","Euro","13.5",""
"2017","Luxembourg","Third quintile","Top cut-off point","Euro","41,614",""
"2017","Luxembourg","Third quintile","Share of national equivalised income","Euro","17.7",""
"2017","Luxembourg","Fourth quintile","Top cut-off point","Euro","54,572",""
"2017","Luxembourg","Fourth quintile","Share of national equivalised income","Euro","23.2",""
"2017","Luxembourg","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Luxembourg","Fifth quintile","Share of national equivalised income","Euro","37.4",""
"2017","Luxembourg","First decile","Top cut-off point","Euro","18,102",""
"2017","Luxembourg","First decile","Share of national equivalised income","Euro","3.1",""
"2017","Luxembourg","Second decile","Top cut-off point","Euro","23,669",""
"2017","Luxembourg","Second decile","Share of national equivalised income","Euro","5.1",""
"2017","Luxembourg","Third decile","Top cut-off point","Euro","27,800",""
"2017","Luxembourg","Third decile","Share of national equivalised income","Euro","6.2",""
"2017","Luxembourg","Fourth decile","Top cut-off point","Euro","31,977",""
"2017","Luxembourg","Fourth decile","Share of national equivalised income","Euro","7.2",""
"2017","Luxembourg","Fifth decile","Top cut-off point","Euro","36,315",""
"2017","Luxembourg","Fifth decile","Share of national equivalised income","Euro","8.3",""
"2017","Luxembourg","Sixth decile","Top cut-off point","Euro","41,614",""
"2017","Luxembourg","Sixth decile","Share of national equivalised income","Euro","9.5",""
"2017","Luxembourg","Seventh decile","Top cut-off point","Euro","47,455",""
"2017","Luxembourg","Seventh decile","Share of national equivalised income","Euro","10.8",""
"2017","Luxembourg","Eighth decile","Top cut-off point","Euro","54,572",""
"2017","Luxembourg","Eighth decile","Share of national equivalised income","Euro","12.4",""
"2017","Luxembourg","Ninth decile","Top cut-off point","Euro","67,758",""
"2017","Luxembourg","Ninth decile","Share of national equivalised income","Euro","14.7",""
"2017","Luxembourg","Tenth decile","Top cut-off point","Euro",":",""
"2017","Luxembourg","Tenth decile","Share of national equivalised income","Euro","22.7",""
"2017","Luxembourg","First percentile","Top cut-off point","Euro","4,225",""
"2017","Luxembourg","First percentile","Share of national equivalised income","Euro","0.0",""
"2017","Luxembourg","Second percentile","Top cut-off point","Euro","8,959",""
"2017","Luxembourg","Second percentile","Share of national equivalised income","Euro","0.1",""
"2017","Luxembourg","Third percentile","Top cut-off point","Euro","11,453",""
"2017","Luxembourg","Third percentile","Share of national equivalised income","Euro","0.3",""
"2017","Luxembourg","Fourth percentile","Top cut-off point","Euro","13,373",""
"2017","Luxembourg","Fourth percentile","Share of national equivalised income","Euro","0.3",""
"2017","Luxembourg","Fifth percentile","Top cut-off point","Euro","14,723",""
"2017","Luxembourg","Fifth percentile","Share of national equivalised income","Euro","0.3",""
"2017","Luxembourg","Ninety-fifth percentile","Top cut-off point","Euro","82,123",""
"2017","Luxembourg","Ninety-fifth percentile","Share of national equivalised income","Euro","1.8",""
"2017","Luxembourg","Ninety-sixth percentile","Top cut-off point","Euro","86,391",""
"2017","Luxembourg","Ninety-sixth percentile","Share of national equivalised income","Euro","1.8",""
"2017","Luxembourg","Ninety-seventh percentile","Top cut-off point","Euro","90,919",""
"2017","Luxembourg","Ninety-seventh percentile","Share of national equivalised income","Euro","2.5",""
"2017","Luxembourg","Ninety-eighth percentile","Top cut-off point","Euro","101,250",""
"2017","Luxembourg","Ninety-eighth percentile","Share of national equivalised income","Euro","2.3",""
"2017","Luxembourg","Ninety-ninth percentile","Top cut-off point","Euro","121,494",""
"2017","Luxembourg","Ninety-ninth percentile","Share of national equivalised income","Euro","2.7",""
"2017","Luxembourg","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Luxembourg","Hundredth percentile","Share of national equivalised income","Euro","4.5",""
"2017","Hungary","First quartile","Top cut-off point","Euro","3,639",""
"2017","Hungary","First quartile","Share of national equivalised income","Euro","11.8",""
"2017","Hungary","Second quartile","Top cut-off point","Euro","4,988",""
"2017","Hungary","Second quartile","Share of national equivalised income","Euro","19.2",""
"2017","Hungary","Third quartile","Top cut-off point","Euro","6,814",""
"2017","Hungary","Third quartile","Share of national equivalised income","Euro","26.0",""
"2017","Hungary","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Hungary","Fourth quartile","Share of national equivalised income","Euro","43.0",""
"2017","Hungary","First quintile","Top cut-off point","Euro","3,393",""
"2017","Hungary","First quintile","Share of national equivalised income","Euro","8.6",""
"2017","Hungary","Second quintile","Top cut-off point","Euro","4,395",""
"2017","Hungary","Second quintile","Share of national equivalised income","Euro","13.9",""
"2017","Hungary","Third quintile","Top cut-off point","Euro","5,621",""
"2017","Hungary","Third quintile","Share of national equivalised income","Euro","17.9",""
"2017","Hungary","Fourth quintile","Top cut-off point","Euro","7,325",""
"2017","Hungary","Fourth quintile","Share of national equivalised income","Euro","22.8",""
"2017","Hungary","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Hungary","Fifth quintile","Share of national equivalised income","Euro","36.7",""
"2017","Hungary","First decile","Top cut-off point","Euro","2,794",""
"2017","Hungary","First decile","Share of national equivalised income","Euro","3.1",""
"2017","Hungary","Second decile","Top cut-off point","Euro","3,393",""
"2017","Hungary","Second decile","Share of national equivalised income","Euro","5.5",""
"2017","Hungary","Third decile","Top cut-off point","Euro","3,885",""
"2017","Hungary","Third decile","Share of national equivalised income","Euro","6.5",""
"2017","Hungary","Fourth decile","Top cut-off point","Euro","4,395",""
"2017","Hungary","Fourth decile","Share of national equivalised income","Euro","7.4",""
"2017","Hungary","Fifth decile","Top cut-off point","Euro","4,988",""
"2017","Hungary","Fifth decile","Share of national equivalised income","Euro","8.4",""
"2017","Hungary","Sixth decile","Top cut-off point","Euro","5,621",""
"2017","Hungary","Sixth decile","Share of national equivalised income","Euro","9.5",""
"2017","Hungary","Seventh decile","Top cut-off point","Euro","6,325",""
"2017","Hungary","Seventh decile","Share of national equivalised income","Euro","10.7",""
"2017","Hungary","Eighth decile","Top cut-off point","Euro","7,325",""
"2017","Hungary","Eighth decile","Share of national equivalised income","Euro","12.2",""
"2017","Hungary","Ninth decile","Top cut-off point","Euro","8,998",""
"2017","Hungary","Ninth decile","Share of national equivalised income","Euro","14.4",""
"2017","Hungary","Tenth decile","Top cut-off point","Euro",":",""
"2017","Hungary","Tenth decile","Share of national equivalised income","Euro","22.4",""
"2017","Hungary","First percentile","Top cut-off point","Euro","31",""
"2017","Hungary","First percentile","Share of national equivalised income","Euro","0.0",""
"2017","Hungary","Second percentile","Top cut-off point","Euro","479",""
"2017","Hungary","Second percentile","Share of national equivalised income","Euro","0.0",""
"2017","Hungary","Third percentile","Top cut-off point","Euro","1,158",""
"2017","Hungary","Third percentile","Share of national equivalised income","Euro","0.2",""
"2017","Hungary","Fourth percentile","Top cut-off point","Euro","1,821",""
"2017","Hungary","Fourth percentile","Share of national equivalised income","Euro","0.3",""
"2017","Hungary","Fifth percentile","Top cut-off point","Euro","2,146",""
"2017","Hungary","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2017","Hungary","Ninety-fifth percentile","Top cut-off point","Euro","10,765",""
"2017","Hungary","Ninety-fifth percentile","Share of national equivalised income","Euro","1.9",""
"2017","Hungary","Ninety-sixth percentile","Top cut-off point","Euro","11,450",""
"2017","Hungary","Ninety-sixth percentile","Share of national equivalised income","Euro","2.0",""
"2017","Hungary","Ninety-seventh percentile","Top cut-off point","Euro","12,637",""
"2017","Hungary","Ninety-seventh percentile","Share of national equivalised income","Euro","2.2",""
"2017","Hungary","Ninety-eighth percentile","Top cut-off point","Euro","13,878",""
"2017","Hungary","Ninety-eighth percentile","Share of national equivalised income","Euro","2.4",""
"2017","Hungary","Ninety-ninth percentile","Top cut-off point","Euro","16,463",""
"2017","Hungary","Ninety-ninth percentile","Share of national equivalised income","Euro","2.6",""
"2017","Hungary","Hundredth percentile","Top cut-off point","Euro",":",""
"2017","Hungary","Hundredth percentile","Share of national equivalised income","Euro","4.5",""
"2017","Malta","First quartile","Top cut-off point","Euro","10,277",""
"2017","Malta","First quartile","Share of national equivalised income","Euro","11.8",""
"2017","Malta","Second quartile","Top cut-off point","Euro","14,522",""
"2017","Malta","Second quartile","Share of national equivalised income","Euro","18.7",""
"2017","Malta","Third quartile","Top cut-off point","Euro","19,809",""
"2017","Malta","Third quartile","Share of national equivalised income","Euro","26.0",""
"2017","Malta","Fourth quartile","Top cut-off point","Euro",":",""
"2017","Malta","Fourth quartile","Share of national equivalised income","Euro","43.4",""
"2017","Malta","First quintile","Top cut-off point","Euro","9,242",""
"2017","Malta","First quintile","Share of national equivalised income","Euro","8.8",""
"2017","Malta","Second quintile","Top cut-off point","Euro","12,658",""
"2017","Malta","Second quintile","Share of national equivalised income","Euro","13.5",""
"2017","Malta","Third quintile","Top cut-off point","Euro","16,576",""
"2017","Malta","Third quintile","Share of national equivalised income","Euro","17.7",""
"2017","Malta","Fourth quintile","Top cut-off point","Euro","21,501",""
"2017","Malta","Fourth quintile","Share of national equivalised income","Euro","22.8",""
"2017","Malta","Fifth quintile","Top cut-off point","Euro",":",""
"2017","Malta","Fifth quintile","Share of national equivalised income","Euro","37.2",""
"2017","Malta","First decile","Top cut-off point","Euro","7,547",""
"2017","Malta","First decile","Share of national equivalised income","Euro","3.7",""
"2017","Malta","Second decile","Top cut-off point","Euro","9,242",""
"2017","Malta","Second decile","Share of national equivalised income","Euro","5.1",""
"2017","Malta","Third decile","Top cut-off point","Euro","11,118",""
"2017","Malta","Third decile","Share of national equivalised income","Euro","6.2",""
"2017","Malta","Fourth decile","Top cut-off point","Euro","12,658",""
"2017","Malta","Fourth decile","Share of national equivalised income","Euro","7.2",""
"2017","Malta","Fifth decile","Top cut-off point","Euro","14,522",""
"2017","Malta","Fifth decile","Share of national equivalised income","Euro","8.3",""
"2017","Malta","Sixth decile","Top cut-off point","Euro","16,576",""
"2017","Malta","Sixth decile","Share of national equivalised income","Euro","9.5",""
"2017","Malta","Seventh decile","Top cut-off point","Euro","18,629",""
"2017","Malta","Seventh decile","Share of national equivalised income","Euro","10.7",""
"2017","Malta","Eighth decile","Top cut-off point","Euro","21,501",""
"2017","Malta","Eighth decile","Share of national equivalised income","Euro","12.1",""
"2017","Malta","Ninth decile","Top cut-off point","Euro","27,524",""
"2017","Malta","Ninth decile","Share of national equivalised income","Euro","14.8",""
"2017","Malta","Tenth decile","Top cut-off point","Euro",":",""
"2017","Malta","Tenth decile","Share of national equivalised income","Euro","22.4",""
"2017","Malta","First percentile","Top cut-off point","Euro","4,398",""
"2017","Malta","First percentile","Share of national equivalised income","Euro","0.2",""
"2017","Malta","Second percentile","Top cut-off point","Euro","5,476",""
"2017","Malta","Second percentile","Share of national equivalised income","Euro","0.3",""
"2017","Malta","Third percentile","Top cut-off point","Euro","5,951",""
"2017","Malta","Third percentile","Share of national equivalised income","Euro","0.4",""
"2017","Malta","Fourth percentile","Top cut-off point","Euro","6,311",""
"2017","Malta","Fourth percentile","Share of national equivalised income","Euro","0.4",""
"2017","Malta","Fifth percentile","Top cut-off point","Euro","6,491",""
"2017","Malta","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2017","Malta","Ninety-fifth percentile","Top cut-off point","Euro","32,611",""
"2017","Malta","Ninety-fifth percentile","Share of national equivalised income","Euro","1.9",""
